chain_id,tail_number,flight1_Tail_Number,flight1_Flight_Duration_Minutes,flight1_Dest,flight1_Schedule_DateTime,flight1_Carrier_Airline,flight1_Origin,flight1_Flight_Delay,flight1_Orientation,flight2_Tail_Number,flight2_Flight_Duration_Minutes,flight2_Dest,flight2_Schedule_DateTime,flight2_Carrier_Airline,flight2_Origin,flight2_Flight_Delay,flight2_Orientation,flight3_Tail_Number,flight3_Flight_Duration_Minutes,flight3_Dest,flight3_Schedule_DateTime,flight3_Carrier_Airline,flight3_Origin,flight3_Flight_Delay,flight3_Orientation,ground_time_1,ground_time_2,flight2_PFD,flight2_FTD,flight3_PFD,flight3_FTD,delay_label,delay_category
1426,N586NN,N586NN,89.0,CLT,2022-03-04 11:01:00,OH,IAD,-3.0,North-South,N586NN,153.0,CLT,2022-03-05 06:40:00,OH,CID,-16.0,East-West,N586NN,134.0,MHT,2022-03-05 16:20:00,OH,CLT,-12.0,East-West,1090.0,427.0,-3.0,1090.0,-16.0,427.0,-12.0,0
1427,N586NN,N586NN,153.0,CLT,2022-03-05 06:40:00,OH,CID,-16.0,East-West,N586NN,134.0,MHT,2022-03-05 16:20:00,OH,CLT,-12.0,East-West,N586NN,154.0,CLT,2022-03-05 19:11:00,OH,MHT,-21.0,East-West,427.0,37.0,-16.0,427.0,-12.0,37.0,-21.0,0
1428,N586NN,N586NN,163.0,CLT,2022-03-07 06:03:00,OH,OMA,49.0,East-West,N586NN,59.0,GSP,2022-03-07 11:12:00,OH,CLT,4.0,East-West,N586NN,71.0,CLT,2022-03-07 12:41:00,OH,GSP,5.0,East-West,146.0,30.0,49.0,146.0,4.0,30.0,5.0,1
1429,N586NN,N586NN,59.0,GSP,2022-03-07 11:12:00,OH,CLT,4.0,East-West,N586NN,71.0,CLT,2022-03-07 12:41:00,OH,GSP,5.0,East-West,N586NN,126.0,ALB,2022-03-07 14:39:00,OH,CLT,3.0,North-South,30.0,47.0,4.0,30.0,5.0,47.0,3.0,1
1430,N586NN,N586NN,71.0,CLT,2022-03-07 12:41:00,OH,GSP,5.0,East-West,N586NN,126.0,ALB,2022-03-07 14:39:00,OH,CLT,3.0,North-South,N586NN,133.0,CLT,2022-03-07 17:19:00,OH,ALB,23.0,North-South,47.0,34.0,5.0,47.0,3.0,34.0,23.0,2
1431,N586NN,N586NN,126.0,ALB,2022-03-07 14:39:00,OH,CLT,3.0,North-South,N586NN,133.0,CLT,2022-03-07 17:19:00,OH,ALB,23.0,North-South,N586NN,111.0,DCA,2022-03-08 06:08:00,OH,MHT,467.0,East-West,34.0,636.0,3.0,34.0,23.0,636.0,467.0,4
1432,N586NN,N586NN,80.0,ATL,2022-03-14 16:19:00,OH,CLT,12.0,East-West,N586NN,84.0,CLT,2022-03-14 18:13:00,OH,ATL,55.0,East-West,N586NN,163.0,CLT,2022-03-15 06:03:00,OH,OMA,0.0,East-West,34.0,626.0,12.0,34.0,55.0,626.0,0.0,0
1433,N586NN,N586NN,51.0,GSP,2022-03-16 16:54:00,OH,CLT,-5.0,East-West,N586NN,63.0,CLT,2022-03-16 18:15:00,OH,GSP,-12.0,East-West,N586NN,95.0,CVG,2022-03-16 20:27:00,OH,CLT,-4.0,North-South,30.0,69.0,-5.0,30.0,-12.0,69.0,-4.0,0
1434,N586NN,N586NN,63.0,CLT,2022-03-16 18:15:00,OH,GSP,-12.0,East-West,N586NN,95.0,CVG,2022-03-16 20:27:00,OH,CLT,-4.0,North-South,N586NN,103.0,PHL,2022-03-17 08:32:00,OH,CVG,-5.0,East-West,69.0,630.0,-12.0,69.0,-4.0,630.0,-5.0,0
1435,N586NN,N586NN,123.0,DCA,2022-03-22 10:56:00,OH,STL,10.0,East-West,N586NN,84.0,DCA,2022-03-23 06:26:00,OH,DAY,-14.0,East-West,N586NN,150.0,SRQ,2022-03-23 08:30:00,OH,DCA,19.0,North-South,1047.0,40.0,10.0,1047.0,-14.0,40.0,19.0,2
1436,N586NN,N586NN,84.0,DCA,2022-03-23 06:26:00,OH,DAY,-14.0,East-West,N586NN,150.0,SRQ,2022-03-23 08:30:00,OH,DCA,19.0,North-South,N586NN,84.0,DCA,2022-03-24 06:26:00,OH,DAY,0.0,East-West,40.0,1166.0,-14.0,40.0,19.0,1166.0,0.0,0
1437,N586NN,N586NN,150.0,SRQ,2022-03-23 08:30:00,OH,DCA,19.0,North-South,N586NN,84.0,DCA,2022-03-24 06:26:00,OH,DAY,0.0,East-West,N586NN,150.0,SRQ,2022-03-24 08:30:00,OH,DCA,39.0,North-South,1166.0,40.0,19.0,1166.0,0.0,40.0,39.0,2
1438,N586NN,N586NN,84.0,DCA,2022-03-24 06:26:00,OH,DAY,0.0,East-West,N586NN,150.0,SRQ,2022-03-24 08:30:00,OH,DCA,39.0,North-South,N586NN,92.0,DCA,2022-03-24 17:33:00,OH,ALB,-6.0,North-South,40.0,393.0,0.0,40.0,39.0,393.0,-6.0,0
1439,N586NN,N586NN,150.0,SRQ,2022-03-24 08:30:00,OH,DCA,39.0,North-South,N586NN,92.0,DCA,2022-03-24 17:33:00,OH,ALB,-6.0,North-South,N586NN,74.0,RDU,2022-03-24 20:00:00,OH,DCA,21.0,North-South,393.0,55.0,39.0,393.0,-6.0,55.0,21.0,2
1440,N586NN,N586NN,92.0,DCA,2022-03-24 17:33:00,OH,ALB,-6.0,North-South,N586NN,74.0,RDU,2022-03-24 20:00:00,OH,DCA,21.0,North-South,N586NN,60.0,PHL,2022-03-25 07:38:00,OH,DCA,-8.0,East-West,55.0,624.0,-6.0,55.0,21.0,624.0,-8.0,0
1441,N586NN,N586NN,74.0,RDU,2022-03-24 20:00:00,OH,DCA,21.0,North-South,N586NN,60.0,PHL,2022-03-25 07:38:00,OH,DCA,-8.0,East-West,N586NN,114.0,CMH,2022-03-25 09:40:00,OH,PHL,14.0,East-West,624.0,62.0,21.0,624.0,-8.0,62.0,14.0,1
1442,N586NN,N586NN,60.0,PHL,2022-03-25 07:38:00,OH,DCA,-8.0,East-West,N586NN,114.0,CMH,2022-03-25 09:40:00,OH,PHL,14.0,East-West,N586NN,84.0,PHL,2022-03-25 12:06:00,OH,CMH,25.0,East-West,62.0,32.0,-8.0,62.0,14.0,32.0,25.0,2
1443,N586NN,N586NN,114.0,CMH,2022-03-25 09:40:00,OH,PHL,14.0,East-West,N586NN,84.0,PHL,2022-03-25 12:06:00,OH,CMH,25.0,East-West,N586NN,94.0,CLE,2022-03-25 14:15:00,OH,PHL,6.0,East-West,32.0,45.0,14.0,32.0,25.0,45.0,6.0,1
1444,N586NN,N586NN,84.0,PHL,2022-03-25 12:06:00,OH,CMH,25.0,East-West,N586NN,94.0,CLE,2022-03-25 14:15:00,OH,PHL,6.0,East-West,N586NN,88.0,PHL,2022-03-25 17:15:00,OH,CLE,-16.0,East-West,45.0,86.0,25.0,45.0,6.0,86.0,-16.0,0
1445,N586NN,N586NN,94.0,CLE,2022-03-25 14:15:00,OH,PHL,6.0,East-West,N586NN,88.0,PHL,2022-03-25 17:15:00,OH,CLE,-16.0,East-West,N586NN,114.0,CMH,2022-03-26 09:35:00,OH,PHL,-12.0,East-West,86.0,892.0,6.0,86.0,-16.0,892.0,-12.0,0
1446,N586NN,N586NN,88.0,PHL,2022-03-25 17:15:00,OH,CLE,-16.0,East-West,N586NN,114.0,CMH,2022-03-26 09:35:00,OH,PHL,-12.0,East-West,N586NN,89.0,PHL,2022-03-26 11:59:00,OH,CMH,-5.0,East-West,892.0,30.0,-16.0,892.0,-12.0,30.0,-5.0,0
1447,N586NN,N586NN,114.0,CMH,2022-03-26 09:35:00,OH,PHL,-12.0,East-West,N586NN,89.0,PHL,2022-03-26 11:59:00,OH,CMH,-5.0,East-West,N586NN,104.0,PHL,2022-03-27 06:00:00,OH,DTW,-27.0,East-West,30.0,992.0,-12.0,30.0,-5.0,992.0,-27.0,0
1448,N587NN,N587NN,105.0,CLT,2022-03-01 10:04:00,OH,CMH,-37.0,North-South,N587NN,51.0,GSP,2022-03-01 16:54:00,OH,CLT,-12.0,East-West,N587NN,61.0,CLT,2022-03-01 18:26:00,OH,GSP,4.0,East-West,305.0,41.0,-37.0,305.0,-12.0,41.0,4.0,1
1449,N587NN,N587NN,51.0,GSP,2022-03-01 16:54:00,OH,CLT,-12.0,East-West,N587NN,61.0,CLT,2022-03-01 18:26:00,OH,GSP,4.0,East-West,N587NN,101.0,SDF,2022-03-02 13:21:00,OH,CLT,-2.0,East-West,41.0,1074.0,-12.0,41.0,4.0,1074.0,-2.0,0
1450,N587NN,N587NN,61.0,CLT,2022-03-01 18:26:00,OH,GSP,4.0,East-West,N587NN,101.0,SDF,2022-03-02 13:21:00,OH,CLT,-2.0,East-West,N587NN,92.0,CLT,2022-03-02 15:39:00,OH,SDF,-14.0,East-West,1074.0,37.0,4.0,1074.0,-2.0,37.0,-14.0,0
1451,N587NN,N587NN,54.0,AVL,2022-03-04 07:29:00,OH,CLT,-9.0,East-West,N587NN,105.0,DAY,2022-03-04 11:23:00,OH,CLT,-9.0,North-South,N587NN,102.0,CLT,2022-03-04 13:38:00,OH,DAY,-23.0,North-South,180.0,30.0,-9.0,180.0,-9.0,30.0,-23.0,0
1452,N587NN,N587NN,105.0,DAY,2022-03-04 11:23:00,OH,CLT,-9.0,North-South,N587NN,102.0,CLT,2022-03-04 13:38:00,OH,DAY,-23.0,North-South,N587NN,80.0,ATL,2022-03-04 16:19:00,OH,CLT,34.0,East-West,30.0,59.0,-9.0,30.0,-23.0,59.0,34.0,2
1453,N587NN,N587NN,102.0,CLT,2022-03-04 13:38:00,OH,DAY,-23.0,North-South,N587NN,80.0,ATL,2022-03-04 16:19:00,OH,CLT,34.0,East-West,N587NN,84.0,CLT,2022-03-04 18:13:00,OH,ATL,19.0,East-West,59.0,34.0,-23.0,59.0,34.0,34.0,19.0,2
1454,N587NN,N587NN,80.0,ATL,2022-03-04 16:19:00,OH,CLT,34.0,East-West,N587NN,84.0,CLT,2022-03-04 18:13:00,OH,ATL,19.0,East-West,N587NN,51.0,GSP,2022-03-05 16:54:00,OH,CLT,-16.0,East-West,34.0,1277.0,34.0,34.0,19.0,1277.0,-16.0,0
1455,N587NN,N587NN,84.0,CLT,2022-03-04 18:13:00,OH,ATL,19.0,East-West,N587NN,51.0,GSP,2022-03-05 16:54:00,OH,CLT,-16.0,East-West,N587NN,63.0,CLT,2022-03-05 18:15:00,OH,GSP,7.0,East-West,1277.0,30.0,19.0,1277.0,-16.0,30.0,7.0,1
1456,N587NN,N587NN,51.0,GSP,2022-03-05 16:54:00,OH,CLT,-16.0,East-West,N587NN,63.0,CLT,2022-03-05 18:15:00,OH,GSP,7.0,East-West,N587NN,123.0,BDL,2022-03-05 20:17:00,OH,CLT,1.0,East-West,30.0,59.0,-16.0,30.0,7.0,59.0,1.0,1
1457,N587NN,N587NN,63.0,CLT,2022-03-05 18:15:00,OH,GSP,7.0,East-West,N587NN,123.0,BDL,2022-03-05 20:17:00,OH,CLT,1.0,East-West,N587NN,76.0,ILM,2022-03-06 09:20:00,OH,CLT,-13.0,East-West,59.0,660.0,7.0,59.0,1.0,660.0,-13.0,0
1458,N587NN,N587NN,123.0,BDL,2022-03-05 20:17:00,OH,CLT,1.0,East-West,N587NN,76.0,ILM,2022-03-06 09:20:00,OH,CLT,-13.0,East-West,N587NN,72.0,CLT,2022-03-06 11:06:00,OH,ILM,-6.0,East-West,660.0,30.0,1.0,660.0,-13.0,30.0,-6.0,0
1459,N587NN,N587NN,76.0,ILM,2022-03-06 09:20:00,OH,CLT,-13.0,East-West,N587NN,72.0,CLT,2022-03-06 11:06:00,OH,ILM,-6.0,East-West,N587NN,140.0,BTV,2022-03-06 20:22:00,OH,CLT,-3.0,North-South,30.0,484.0,-13.0,30.0,-6.0,484.0,-3.0,0
1460,N587NN,N587NN,72.0,CLT,2022-03-06 11:06:00,OH,ILM,-6.0,East-West,N587NN,140.0,BTV,2022-03-06 20:22:00,OH,CLT,-3.0,North-South,N587NN,123.0,ROC,2022-03-07 20:46:00,OH,CLT,0.0,North-South,484.0,1324.0,-6.0,484.0,-3.0,1324.0,0.0,0
1461,N587NN,N587NN,140.0,BTV,2022-03-06 20:22:00,OH,CLT,-3.0,North-South,N587NN,123.0,ROC,2022-03-07 20:46:00,OH,CLT,0.0,North-South,N587NN,77.0,TYS,2022-03-08 09:16:00,OH,CLT,5.0,East-West,1324.0,627.0,-3.0,1324.0,0.0,627.0,5.0,1
1462,N587NN,N587NN,113.0,CLT,2022-03-10 05:00:00,OH,JAN,2.0,East-West,N587NN,84.0,JAX,2022-03-10 08:38:00,OH,CLT,-3.0,North-South,N587NN,87.0,CLT,2022-03-10 10:44:00,OH,JAX,-7.0,North-South,105.0,42.0,2.0,105.0,-3.0,42.0,-7.0,0
1463,N587NN,N587NN,84.0,JAX,2022-03-10 08:38:00,OH,CLT,-3.0,North-South,N587NN,87.0,CLT,2022-03-10 10:44:00,OH,JAX,-7.0,North-South,N587NN,96.0,MDT,2022-03-10 17:55:00,OH,CLT,-7.0,North-South,42.0,344.0,-3.0,42.0,-7.0,344.0,-7.0,0
1464,N587NN,N587NN,87.0,CLT,2022-03-10 10:44:00,OH,JAX,-7.0,North-South,N587NN,96.0,MDT,2022-03-10 17:55:00,OH,CLT,-7.0,North-South,N587NN,100.0,CLT,2022-03-10 20:01:00,OH,MDT,3.0,North-South,344.0,30.0,-7.0,344.0,-7.0,30.0,3.0,1
1465,N587NN,N587NN,96.0,MDT,2022-03-10 17:55:00,OH,CLT,-7.0,North-South,N587NN,100.0,CLT,2022-03-10 20:01:00,OH,MDT,3.0,North-South,N587NN,115.0,SRQ,2022-03-11 07:32:00,OH,CLT,25.0,North-South,30.0,591.0,-7.0,30.0,3.0,591.0,25.0,2
1466,N587NN,N587NN,100.0,CLT,2022-03-10 20:01:00,OH,MDT,3.0,North-South,N587NN,115.0,SRQ,2022-03-11 07:32:00,OH,CLT,25.0,North-South,N587NN,123.0,CLT,2022-03-11 10:01:00,OH,SRQ,8.0,North-South,591.0,34.0,3.0,591.0,25.0,34.0,8.0,1
1467,N587NN,N587NN,115.0,SRQ,2022-03-11 07:32:00,OH,CLT,25.0,North-South,N587NN,123.0,CLT,2022-03-11 10:01:00,OH,SRQ,8.0,North-South,N587NN,131.0,MKE,2022-03-12 07:59:00,OH,CLT,-15.0,North-South,34.0,1195.0,25.0,34.0,8.0,1195.0,-15.0,0
1468,N587NN,N587NN,123.0,DCA,2022-03-14 09:56:00,OH,BHM,4.0,East-West,N587NN,60.0,ORF,2022-03-14 13:44:00,OH,DCA,28.0,North-South,N587NN,76.0,ILM,2022-03-15 09:20:00,OH,CLT,-24.0,East-West,105.0,1116.0,4.0,105.0,28.0,1116.0,-24.0,0
1469,N587NN,N587NN,60.0,ORF,2022-03-14 13:44:00,OH,DCA,28.0,North-South,N587NN,76.0,ILM,2022-03-15 09:20:00,OH,CLT,-24.0,East-West,N587NN,72.0,CLT,2022-03-15 11:06:00,OH,ILM,-18.0,East-West,1116.0,30.0,28.0,1116.0,-24.0,30.0,-18.0,0
1470,N587NN,N587NN,74.0,CHS,2022-03-18 14:50:00,OH,CLT,-21.0,North-South,N587NN,113.0,PHL,2022-03-18 16:55:00,OH,CHS,-23.0,North-South,N587NN,109.0,DAY,2022-03-18 19:37:00,OH,PHL,49.0,East-West,51.0,49.0,-21.0,51.0,-23.0,49.0,49.0,3
1471,N587NN,N587NN,113.0,PHL,2022-03-18 16:55:00,OH,CHS,-23.0,North-South,N587NN,109.0,DAY,2022-03-18 19:37:00,OH,PHL,49.0,East-West,N587NN,96.0,PHL,2022-03-19 07:08:00,OH,DAY,-8.0,East-West,49.0,582.0,-23.0,49.0,49.0,582.0,-8.0,0
1472,N587NN,N587NN,109.0,DAY,2022-03-18 19:37:00,OH,PHL,49.0,East-West,N587NN,96.0,PHL,2022-03-19 07:08:00,OH,DAY,-8.0,East-West,N587NN,73.0,PVD,2022-03-19 13:35:00,OH,PHL,-11.0,East-West,582.0,291.0,49.0,582.0,-8.0,291.0,-11.0,0
1473,N587NN,N587NN,74.0,RDU,2022-03-20 21:00:00,OH,DCA,-26.0,North-South,N587NN,150.0,SRQ,2022-03-21 08:30:00,OH,DCA,30.0,North-South,N587NN,93.0,CLE,2022-03-21 22:08:00,OH,PHL,-16.0,East-West,616.0,668.0,-26.0,616.0,30.0,668.0,-16.0,0
1474,N587NN,N587NN,150.0,SRQ,2022-03-21 08:30:00,OH,DCA,30.0,North-South,N587NN,93.0,CLE,2022-03-21 22:08:00,OH,PHL,-16.0,East-West,N587NN,93.0,BNA,2022-03-22 16:16:00,OH,CLT,36.0,East-West,668.0,995.0,30.0,668.0,-16.0,995.0,36.0,2
1475,N587NN,N587NN,105.0,CLT,2022-03-26 12:37:00,OH,PNS,-7.0,East-West,N587NN,153.0,CLT,2022-03-27 06:40:00,OH,CID,-20.0,East-West,N587NN,69.0,CLT,2022-03-28 07:00:00,OH,GSP,-4.0,East-West,978.0,1307.0,-7.0,978.0,-20.0,1307.0,-4.0,0
1476,N587NN,N587NN,153.0,CLT,2022-03-27 06:40:00,OH,CID,-20.0,East-West,N587NN,69.0,CLT,2022-03-28 07:00:00,OH,GSP,-4.0,East-West,N587NN,142.0,LIT,2022-03-28 18:10:00,OH,CLT,-11.0,East-West,1307.0,601.0,-20.0,1307.0,-4.0,601.0,-11.0,0
1477,N587NN,N587NN,69.0,CLT,2022-03-28 07:00:00,OH,GSP,-4.0,East-West,N587NN,142.0,LIT,2022-03-28 18:10:00,OH,CLT,-11.0,East-West,N587NN,145.0,MHT,2022-03-29 11:25:00,OH,CLT,-16.0,East-West,601.0,893.0,-4.0,601.0,-11.0,893.0,-16.0,0
1478,N587NN,N587NN,142.0,LIT,2022-03-28 18:10:00,OH,CLT,-11.0,East-West,N587NN,145.0,MHT,2022-03-29 11:25:00,OH,CLT,-16.0,East-West,N587NN,157.0,CLT,2022-03-29 14:20:00,OH,MHT,-11.0,East-West,893.0,30.0,-11.0,893.0,-16.0,30.0,-11.0,0
1479,N587NN,N587NN,145.0,MHT,2022-03-29 11:25:00,OH,CLT,-16.0,East-West,N587NN,157.0,CLT,2022-03-29 14:20:00,OH,MHT,-11.0,East-West,N587NN,80.0,ATL,2022-03-30 16:19:00,OH,CLT,-15.0,East-West,30.0,1402.0,-16.0,30.0,-11.0,1402.0,-15.0,0
1480,N587NN,N587NN,157.0,CLT,2022-03-29 14:20:00,OH,MHT,-11.0,East-West,N587NN,80.0,ATL,2022-03-30 16:19:00,OH,CLT,-15.0,East-West,N587NN,84.0,CLT,2022-03-30 18:13:00,OH,ATL,-3.0,East-West,1402.0,34.0,-11.0,1402.0,-15.0,34.0,-3.0,0
1481,N587NN,N587NN,80.0,ATL,2022-03-30 16:19:00,OH,CLT,-15.0,East-West,N587NN,84.0,CLT,2022-03-30 18:13:00,OH,ATL,-3.0,East-West,N587NN,153.0,CLT,2022-03-31 06:40:00,OH,CID,-4.0,East-West,34.0,663.0,-15.0,34.0,-3.0,663.0,-4.0,0
1482,N587NN,N587NN,84.0,CLT,2022-03-30 18:13:00,OH,ATL,-3.0,East-West,N587NN,153.0,CLT,2022-03-31 06:40:00,OH,CID,-4.0,East-West,N587NN,115.0,PNS,2022-03-31 11:10:00,OH,CLT,14.0,East-West,663.0,117.0,-3.0,663.0,-4.0,117.0,14.0,1
1483,N587NN,N587NN,105.0,CLT,2022-03-31 12:37:00,OH,PNS,-4.0,East-West,N587NN,80.0,ATL,2022-03-31 16:19:00,OH,CLT,-1.0,East-West,N587NN,84.0,CLT,2022-03-31 18:13:00,OH,ATL,-16.0,East-West,117.0,34.0,-4.0,117.0,-1.0,34.0,-16.0,0
1484,N587NN,N587NN,80.0,ATL,2022-03-31 16:19:00,OH,CLT,-1.0,East-West,N587NN,84.0,CLT,2022-03-31 18:13:00,OH,ATL,-16.0,East-West,N587NN,140.0,BTV,2022-03-31 20:22:00,OH,CLT,-13.0,North-South,34.0,45.0,-1.0,34.0,-16.0,45.0,-13.0,0
1485,N588NN,N588NN,123.0,DCA,2022-03-04 09:56:00,OH,BHM,-9.0,East-West,N588NN,60.0,PHL,2022-03-05 07:30:00,OH,DCA,-22.0,East-West,N588NN,110.0,PHL,2022-03-06 06:30:00,OH,CHS,10.0,North-South,1171.0,1320.0,-9.0,1171.0,-22.0,1320.0,10.0,1
1486,N588NN,N588NN,60.0,PHL,2022-03-05 07:30:00,OH,DCA,-22.0,East-West,N588NN,110.0,PHL,2022-03-06 06:30:00,OH,CHS,10.0,North-South,N588NN,155.0,STL,2022-03-06 13:41:00,OH,PHL,-16.0,East-West,1320.0,321.0,-22.0,1320.0,10.0,321.0,-16.0,0
1487,N588NN,N588NN,92.0,DCA,2022-03-10 17:33:00,OH,ALB,5.0,North-South,N588NN,123.0,DCA,2022-03-11 09:56:00,OH,BHM,23.0,East-West,N588NN,60.0,ORF,2022-03-11 13:44:00,OH,DCA,16.0,North-South,891.0,105.0,5.0,891.0,23.0,105.0,16.0,2
1488,N588NN,N588NN,123.0,DCA,2022-03-11 09:56:00,OH,BHM,23.0,East-West,N588NN,60.0,ORF,2022-03-11 13:44:00,OH,DCA,16.0,North-South,N588NN,60.0,PHL,2022-03-12 07:30:00,OH,DCA,201.0,East-West,105.0,1006.0,23.0,105.0,16.0,1006.0,201.0,4
1489,N588NN,N588NN,60.0,ORF,2022-03-11 13:44:00,OH,DCA,16.0,North-South,N588NN,60.0,PHL,2022-03-12 07:30:00,OH,DCA,201.0,East-West,N588NN,70.0,TYS,2022-03-12 20:15:00,OH,CLT,178.0,East-West,1006.0,705.0,16.0,1006.0,201.0,705.0,178.0,4
1490,N588NN,N588NN,60.0,PHL,2022-03-12 07:30:00,OH,DCA,201.0,East-West,N588NN,70.0,TYS,2022-03-12 20:15:00,OH,CLT,178.0,East-West,N588NN,69.0,CLT,2022-03-13 14:30:00,OH,MYR,-3.0,East-West,705.0,1025.0,201.0,705.0,178.0,1025.0,-3.0,0
1491,N588NN,N588NN,70.0,TYS,2022-03-12 20:15:00,OH,CLT,178.0,East-West,N588NN,69.0,CLT,2022-03-13 14:30:00,OH,MYR,-3.0,East-West,N588NN,51.0,GSP,2022-03-13 16:54:00,OH,CLT,-8.0,East-West,1025.0,75.0,178.0,1025.0,-3.0,75.0,-8.0,0
1492,N588NN,N588NN,69.0,CLT,2022-03-13 14:30:00,OH,MYR,-3.0,East-West,N588NN,51.0,GSP,2022-03-13 16:54:00,OH,CLT,-8.0,East-West,N588NN,63.0,CLT,2022-03-13 18:15:00,OH,GSP,-8.0,East-West,75.0,30.0,-3.0,75.0,-8.0,30.0,-8.0,0
1493,N588NN,N588NN,190.0,CLT,2022-03-16 06:15:00,OH,BGR,1.0,East-West,N588NN,74.0,SAV,2022-03-16 16:24:00,OH,CLT,-4.0,North-South,N588NN,91.0,DCA,2022-03-16 19:29:00,OH,CAE,178.0,North-South,419.0,111.0,1.0,419.0,-4.0,111.0,178.0,4
1494,N588NN,N588NN,74.0,SAV,2022-03-16 16:24:00,OH,CLT,-4.0,North-South,N588NN,91.0,DCA,2022-03-16 19:29:00,OH,CAE,178.0,North-South,N588NN,126.0,ALB,2022-03-17 14:39:00,OH,CLT,3.0,North-South,111.0,1059.0,-4.0,111.0,178.0,1059.0,3.0,1
1495,N588NN,N588NN,91.0,DCA,2022-03-16 19:29:00,OH,CAE,178.0,North-South,N588NN,126.0,ALB,2022-03-17 14:39:00,OH,CLT,3.0,North-South,N588NN,133.0,CLT,2022-03-17 17:19:00,OH,ALB,-15.0,North-South,1059.0,34.0,178.0,1059.0,3.0,34.0,-15.0,0
1496,N588NN,N588NN,126.0,ALB,2022-03-17 14:39:00,OH,CLT,3.0,North-South,N588NN,133.0,CLT,2022-03-17 17:19:00,OH,ALB,-15.0,North-South,N588NN,90.0,CVG,2022-03-18 07:31:00,OH,CLT,7.0,North-South,34.0,719.0,3.0,34.0,-15.0,719.0,7.0,1
1497,N588NN,N588NN,119.0,EWR,2022-03-19 14:47:00,OH,CLT,-14.0,East-West,N588NN,123.0,CLT,2022-03-19 17:24:00,OH,EWR,-13.0,East-West,N588NN,163.0,CLT,2022-03-20 06:03:00,OH,OMA,-18.0,East-West,38.0,636.0,-14.0,38.0,-13.0,636.0,-18.0,0
1498,N588NN,N588NN,123.0,CLT,2022-03-19 17:24:00,OH,EWR,-13.0,East-West,N588NN,163.0,CLT,2022-03-20 06:03:00,OH,OMA,-18.0,East-West,N588NN,163.0,CLT,2022-03-21 06:03:00,OH,OMA,-28.0,East-West,636.0,1277.0,-13.0,636.0,-18.0,1277.0,-28.0,0
1499,N588NN,N588NN,163.0,CLT,2022-03-20 06:03:00,OH,OMA,-18.0,East-West,N588NN,163.0,CLT,2022-03-21 06:03:00,OH,OMA,-28.0,East-West,N588NN,115.0,PNS,2022-03-21 11:10:00,OH,CLT,-1.0,East-West,1277.0,144.0,-18.0,1277.0,-28.0,144.0,-1.0,0
1500,N588NN,N588NN,145.0,MHT,2022-03-23 11:25:00,OH,CLT,-6.0,East-West,N588NN,157.0,CLT,2022-03-23 14:20:00,OH,MHT,-2.0,East-West,N588NN,140.0,BTR,2022-03-23 18:20:00,OH,CLT,-3.0,East-West,30.0,83.0,-6.0,30.0,-2.0,83.0,-3.0,0
1501,N588NN,N588NN,50.0,GSP,2022-03-25 20:10:00,OH,CLT,23.0,East-West,N588NN,54.0,AVL,2022-03-26 07:29:00,OH,CLT,-9.0,East-West,N588NN,127.0,MEM,2022-03-26 11:17:00,OH,CLT,-17.0,East-West,629.0,174.0,23.0,629.0,-9.0,174.0,-17.0,0
1502,N589NN,N589NN,54.0,AVL,2022-03-03 07:29:00,OH,CLT,-22.0,East-West,N589NN,145.0,MHT,2022-03-03 11:25:00,OH,CLT,-23.0,East-West,N589NN,157.0,CLT,2022-03-03 14:20:00,OH,MHT,-25.0,East-West,182.0,30.0,-22.0,182.0,-23.0,30.0,-25.0,0
1503,N589NN,N589NN,145.0,MHT,2022-03-03 11:25:00,OH,CLT,-23.0,East-West,N589NN,157.0,CLT,2022-03-03 14:20:00,OH,MHT,-25.0,East-West,N589NN,84.0,JAX,2022-03-04 08:38:00,OH,CLT,-8.0,North-South,30.0,941.0,-23.0,30.0,-25.0,941.0,-8.0,0
1504,N589NN,N589NN,157.0,CLT,2022-03-03 14:20:00,OH,MHT,-25.0,East-West,N589NN,84.0,JAX,2022-03-04 08:38:00,OH,CLT,-8.0,North-South,N589NN,87.0,CLT,2022-03-04 10:44:00,OH,JAX,-1.0,North-South,941.0,42.0,-25.0,941.0,-8.0,42.0,-1.0,0
1505,N589NN,N589NN,84.0,JAX,2022-03-04 08:38:00,OH,CLT,-8.0,North-South,N589NN,87.0,CLT,2022-03-04 10:44:00,OH,JAX,-1.0,North-South,N589NN,90.0,PHL,2022-03-04 17:10:00,OH,PVD,-20.0,East-West,42.0,299.0,-8.0,42.0,-1.0,299.0,-20.0,0
1506,N589NN,N589NN,87.0,CLT,2022-03-04 10:44:00,OH,JAX,-1.0,North-South,N589NN,90.0,PHL,2022-03-04 17:10:00,OH,PVD,-20.0,East-West,N589NN,118.0,CVG,2022-03-04 19:45:00,OH,PHL,-8.0,East-West,299.0,65.0,-1.0,299.0,-20.0,65.0,-8.0,0
1507,N589NN,N589NN,91.0,DAY,2022-03-09 15:12:00,OH,CLT,-16.0,North-South,N589NN,97.0,CLT,2022-03-09 17:21:00,OH,DAY,-7.0,North-South,N589NN,115.0,SRQ,2022-03-10 07:32:00,OH,CLT,36.0,North-South,38.0,754.0,-16.0,38.0,-7.0,754.0,36.0,2
